Unsweetened Iced Green Tea
Vegetable Tempura
Creamy Spicy Shrimp Tempura
Silken Tofu
Braised Pork Belly
Fried Oyster
Seared Salmon Sashimi
Lamb Chop with Spicy Miso
Grilled Duck Breast
Wagyu Sushi
Negitoro Roll
King Salmon Roll
Blue Crab California Roll
Sea and Truffle Roll
Seared Salmon Blue Crab Roll
Shrimp Tempura and Blue Crab Roll
3 oz. Kanpachi Sashimi
1.5 oz. Uni Sashimi
Oyako Don
Katsu Don
Uni, Ikura, and Crab Donburi
Kaisen Don
Hot and Sour Udon
Curry Udon
US Wagyu Shabu Curry
Truffle Creme with Crab and Mushroom
Beef Udon
Chicken Udon
Duck Udon
Sukiyaki Udon
Assorted Sashimi
Sea Urchin and Salmon Roe Sashimi
Medium Fatty Tuna Sashimi
Fluke Sashimi
Salmon Sashimi
Tuna Sashimi
Cheese Wonton
Maguro Yukke
Sashimi Ceviche
Karikari Jako Salad
Totto Salad
Smoked Salmon Potato Salad
Calamari Salad
Eringi Skewer
Shishito Skewer
Fresh Corn Tempura
Buta Lettuce Skewer
Enoki Bacon Skewer
Mochi Bacon Skewer
Totto
s Kimchee
Assorted Tempura
3 Pieces Uni Wagyu Maki
Unagi Uni Temaki
Sukui Tofu
Octopus Carpaccio
Roast Kobe Beef
Berkshire Pork Sparerib
4 Pieces Tori Dango
Buta Kakuni
4 Pieces Teba Karaage
Teriyaki Salmon
Gindara
Hokke
Tuna Tartar
Shishi Tsuku Skewer
Uzura Tamago Skewer
Kawa Ninniku Skewer
Yaki Onigiri Skewer
Kake Soba
Tempura Soba
Kamo Nanban Soba
Sukiyaki Soba
Mori Cold Soba
Towari Cold Soba
Ten Zaru Soba
Kamo Seiro Soba
Spicy Tsuke Niku Soba
Stamina Soba
Ikura Oroshi Soba
Unagi Tsukuda-Ni Soba
Sansai Kinoko Soba
Nama Uni Soba
Kaisen Sanshoku Don Bowl
Una Don
Unagi Uni Don Bowl
Uni Roast Beef Don Bowl
Gyu Shigure Hitsumabushi Bowl
Tuna Yukhoe Don
Beef Kalbi Don
Pork Belly Don
Beef Tataki Don
Chicken Miso Don
Chicken Soboro Don
Uni Ikura Don
Salmon Oyako Don
Salmon Sashimi Don
Tuna Avo Don
Negima Skewer
Tsukune Skewer
Negima Miso Skewer
Liver Skewer
Teba Skewer
Sot L
y Laisse Skewer
Nankotsu Skewer
Seseri Skewer
Hatsu Skewer
Hiza Skewer
Buta Miso Skewer
Soba Totto Original Dressing
Homemade Tofu with World Selected Salt
Natto Kobachi
Water Cress Salad with Special Bonito Flakes
Onsen Tamago
Special Bonito Flakes
Organic Natto
Ootoya 
Teishoku
Shima Hokke
Saba
Salmon Saikyo
Hokke Yuan
Buta Kim-Chee Nabe
Gyu Shio Koji Don
Oyako Ju
Tororo Oyako Don
Tori Kurozu Ju
Yakitori Ju
Rosu Katsu Ju
Bara Chirashi Don
Hanabi Don
Hon-Maguro Don
Homemade Seiro Soba (Served Cold)
Homemade Tororo Soba (Served Cold)
Mini Kaisen Don
Mini Tororo Negitoro Don
Mini Maguro Don
Mini Salmon Don
Mini Soboro Don
Mini Oyako Don
Salmon Sushi
Salmon Oyako Roll
Takowasa
Fried Shishito Pepper
Takoyaki
Omelette
Kurobuta Sausage
Kakuni
Yellowtail Carpaccio
Glazed Edamame
Seaweed Salad
Kimuchi
Shrimp Shumai
Gyoza
Avocado salad
Sashimi Salad
Ebitem Kushi
Chicken Nanban
Veggie Tempura
Fried Chicken Wings
Mentai Fried Potato
French Fries
Gobou Sticks
Spicy Fried Chicken
Soft Shell Crab Tempura
Hamachi Sashimi
Tuna Tataki
Pork Ginger
B Set
C Set
Harami Yakiniku
Okonomiyaki
Mentaiko Fried Rice
Salmon and Ikura Bowl
Takana Fried Rice
Kimchee Fried Rice
Zosui
Ten Don
Onigiri
Tuna Bowl
Grilled Rice Ball with Miso Sauce
Yellowtail Bowl
Triple Bowl
Mentai Pasta
Omusoba
Nabeyaki Udon
Wafu Pasta
Ramen
46 Special Ramen
Yakisoba
Soda
Oden
Steak don
Spicy Beef Ramen
Hamburg Curry
Salmon Salad
Saba Shioyaki
Kara Age
Tempura
Nasu Miso Itame
Salmon Teriyaki
Chicken Teriyaki
Tuna Tartar Don
Salmon Ikura Don
Sashimi Don
Beef Bowl
Eel Bowl
Miso Ramen
Tonkotsu Ramen
Niku Udon
Kimchi Cream Udon
Beef Curry Udon
Yaki Udon
Spicy Soft Shell Crab Roll
Yuzu Salmon Sushi
Shumai
Kimchi
Mini Udon
Gyoza Dumplings
Chicken Teriyaki Farm Bowl
Pink Lady
01. Yellowtail Carpaccio
02. Tako Carpaccio
Hotate Carpaccio
05. Tuna Tartar Dome
Mr. Frank with Eggplant
Salmon Sashimi Tacos
Goma Ae
01. Hamachi Tataki
01. Kani Cream Croquettes
02. Amakara Ribs
04. Sweet Chili Chicken
09. Mew Chicken
10. Yaki Cheese Potato
12. Geso Kara
13. Age Kodako
14. Takoyaki Kara Age
Tofu Avocado Salad
Poke Salad
Tuna Avocado salad
Pepper Tuna Salad
02. Yaki Corn
04. Shishito Pepper
07. Tan Shio
01. Buta miso Itame
02. Nasumiso Itame
01. Omu Soba
02. Kaisen Chuka Soba
03. Asari Udon
04. Kimachi Cream Udon
06. Tonkotsu Yakisoba
02. Seafood Garlic Shoyu Ramen
03. Tonkotsu Ramen
01. Dashi Chazuke Rice
03. Garlic Fried Rice
Onigiri Rice
White Rice
Yellowtail Scallion roll
08. Super Mew
09. Soft Shell Crab Roll
12. Shrimp Tempura Roll
14. Empire Roll
17. Chikaten Roll
19. Mew Special Roll
20. Dynamite Roll
21. Maki Maki Roll
22. Aburi Tuna Nigiri
23. Aburi Salmon Nigiri
24. Double Spicy Roll
25. Black Dragon Roll
26. Tuna Tartar Roll
Ban Ban-Ji Yakitori
Yuzukosho Nori Yakitori
Kinoko Cream Yakitori
Okra Jelly Yakitori
Tamago Bacon Yakitori
Tomato Salmon Yakitori
Eel Yakitori
Atsuyaki Tofu Miso Yakitori
Breast with Scallion Yakitori
Thigh Yakitori
Wings Yakitori
Meatball Yakitori
Tenderloin Yakitori
Skin Yakitori
Back Cartilage Yakitori
Heart Yakitori
Liver Yakitori
Heart Tissue Yakitori
Short Rib Yakitori with Onion
Beef Skirt Yakitori with Shishito
Beef Tongue Yakitori
Pork Yakitori with Ponzu Sauce
Pork Yakitori with Tare
Scallop Yakitori
Baby Potato with Truffle Salt Yakitori
Mini Onions Yakitori
Shishito Yakitori
Zucchini Mentai Mayo Yakitori
Saba Carpaccio
Beef Tataki
Nori Tofu
Tako Sumiso
Salmon Tataki
Ichigo Salad
Mozuku-Su
Zuke Maguro
Cauliflower Ikura
Aloe Sashimi
Tomato Ohitashi
Potato Salad
Torikawa Ponzu
Yaki Mentaiko
Tori Liver Pt
Crunchy Cucumber
Nasu Dengaku
Nonono Kara Age
Duck Nanban
Hamakama Nikomi
Buttered Hamaguri
100% Ebi Katsu
nonono Kara-age
Farm Potato
Kani Cream Croquette
Iron Pork
Dragon Ball
Smoky Pork
Nanchatte Steak
Duck Ankake
Teba Gyoza
Ikayaki
Daichi Mushrooms
Grilled Romaine
Corn
Kinoko x 3 1
Grilled Salmon Belly
Soboro Don
Ika Meshi
Kani Fried Rice
Soba Meshi
Cream Curry Udon
Saba Oni On Roll
Salmon Bruschetta Roll
Nonono Roll
Saturday Roll
Soft-shell Crab Roll
Oyako Roll
Soda (Lunch)
Yakitori Don
Karubi Don
Green Veggie Curry
Crab Salad
Kinnosuke Chef
s Salad
Homemade Tofu
Deep Fried Fish Cake
Spicy Beef Stew
Japanese Style Fried Organic Chicken
Organic Berkshire Pork
3 Kinds Sashimi
8 Kinds Sashimi
Tsukune / Grilled Ground Chicken
Momoniku / Chicken Thigh
Teba / Chicken Wings
Wa-gyu Beef Hanger Steak
Wa-gyu Beef Tongue
Pork Cheek
Kurobuta / Black Peppered Berkshire Pork
Salmon Harasu
Anago / Sea Eel
Cod Fish
Today
s Special Seafood Dish
Japanese Sticky Yam
Eggplant
Garlic
Eringi Mushroom
Dried Skate Fin
Dried Tatami Sardine
Dried Squid
Smelt
Todays Houba
White Rice In Dashi Broth
Himi Udon Noodle
Sauteed Noodle
Wokuni-Don
Kaisen-Don
Bara Chirashi
Unagi-Don
Salmon Ikura-Don
Kimpira
Assorted Asazuke
Aburi Mentai Potato
Ankimo
Unagi-Zaku
Yamaimo French Fries
Karaage
EBI Tempura
Ivory King Salmon
Scallop
Saw-Edged Perch
Goldeneye Snapper
Yellow Back Fusilier
Horse Mackerel
Mackerel
Spotted Prawn
Amber Shrimp
Golden Striped Yellowtail
Bonito
Lean Tuna
Medium Fatty Tuna
Sea Urchin
Steelhead Trout Roe
Sea Eel
Egg Omelet
N1. Signature Lanzhou Beef Noodle Soup
N2. Soy Braised Beef Noodle Soup
N3. Zha Jiang Noodles
N4. Spicy Oil Spill Noodles
N5. Pan Fried Noodles
N6. Dun Huang Cold Noodles
C1. Fried Eggplant in Garlic Soy Sauce
C2. Shredded Potato Salad
C3. Kelp Salad
C4. Cucumber Salad
C6. Mung Bean Noodles
H1. Silky Wide Glass Noodles
H3. Mo Crispy Flatbread
E1. Braised Lamb Shoulder
E2. Monstrous Chicken Plate
E3. Mutton on the Bone
B1. Chinese Hamburger
B3. Spicy Crawfish Etouffee
Coconut juice
Creamy Soda
Green Tea
Steam Bun
Fried Shrimp Shumai
Crawfish Tempura
Rock Shrimp
Potato Shrimp
Ika Yaki
Vegetable Gyoza
Squid Tentacle On Skewer
Cucumber
Seared Trio
Kani Salad
Trio Tartare
Salmon Carpaccio
Yellowtail Serrano
Tom Yum Soup
Tonkotsu Shoyu
Spicy Tonkotsu Shoyu
Tonkotsu
Spicy Tonkotsu
Beef Ramen
Shoyu Ramen
Spicy Shoyu Ramen
Seafood Ramen
Spicy Seafood Ramen
Karaage Udon Noodles
Vegetable Ramen
Spicy Vegetable Ramen
Shrimp Tom Yum Rice Noodle Soup
Hawaii Breeze
Spicy Tomato Seafood Ramen
Japanese Curry
Teriyaki
Unagi Don
Katsu
Crunchy Spicy Tuna Roll
Crunchy Spicy Salmon Roll
Philadelphia Roll
Spider Roll
Alaskan Roll
AAC Roll
Shrimp 
 Avocado Roll
Sweet Potato Roll
Fashion Roll
Delta Roll
Red Phoenix Roll
Lobster Roll
Magical Roll
Black Dragon Roll
Spicy Mama Roll
Viking Roll
Dynamite Roll
Lady Gaga
Zen Roll
Napoleon Roll
Manhattan Roll
Guacamole Roll
Volcano Roll
Dragon Roll
Crunchy Roll
Tiger Roll
Out of Control Roll
Crazy Salmon Roll
Pyramid Roll
Crazy Roll
Scorpion Roll
New York Roll
Outstanding Roll
Godzilla Roll
Coconut Shrimp Roll
Triple Crab
King Kong Roll
Fantasy Roll
X
sms Roll
Edomae-Style Sushi
Chef
s Inspiration Sashimi
Sushi and Sashimi Omakase
Zen Don
Salmon Don
Salmon Lover
Roll Combo D
A. Teriyaki Chicken Bento Box
E. Chicken Katsu Bento Box
F. Pork Katsu Bento Box
I. Shrimp Teriyaki Bento Box
Lunch Sashimi Bento Box
Lunch Shrimp Tempura BOX
Lunch Sushi
Lunch Sushi 
 Sashimi Combo
Lunch 3 Roll Sushi Combo
Yellowtail Lunch
White Kakuni Ramen
Black Kakuni Ramen
Tan Tan Ramen
Chicken Ramen
Octopus with Wasabi Sauce
Honey Pickled Radish
Pork Dumpling
Pork Sausage
Fried Takoyaki
Tonkotsu Omelet
BBQ Spare Rib
Pressure Cooked Pork
Original Kim Chee Sauce Over Sliced Pork
Roasted Duck
Grilled Squid
Curry
Grilled Chicken Curry
Fried Chicken Curry
Kakuni Curry
Seaweed Rice Ball
Spicy Cod Roe Rice Ball
Salmon Rice Ball
Spicy Cod Roe and Mustard Leaf Over Rice Bowl
Aburasoba
Miso Tsukemen
Saba Tsukemen
Spicy Miso Tsukemen
Spicy Aburasoba
Spicy Saba
Spicy Miso Ramen
Shoyu Vegetarian Ramen
4 Piece Fried Ajifry
Tako Wasabi
2 Piece Shinshi Pork Buns
Shinshi Clam
Goma-Cucumber
Don Special
Eui Special
Bo Special
Sogogiwanja-Yachae Bokkeum 
 Stew
Fried Rice 
Galbi Bbq
Bulgogi Bbq
Dak-Gui
Bibim-Naengmyeon
Japchae
Steamed Dumpling
Fried Dumpling
Pajeon
Yukhoe
Prime Deungsim
Samgyeopsal
Yangnyeom Galbi
Maeun Galbi
Saeng Galbi
Bulgogi
Deungsim
Deungsim-Jumulleok
Anchangsal
Chadolbagi
Dak-Bulgogi
Garibi-Gui
Marinated Beef Platter (For Two)
Beef Platter (For Two)
Cold Salad Bibimbap
Topokki
Nakji-Bokkeum
Dubu-Kimchi
Dubu-Yachae-Modum-Gui
Galbijjim
Kimchi-Bulgogi
Dubu-Bulgogi
Galbi
Haemul-Sundubu
Doenjang-Jjigae
Kimchi-Jjigae
Tteok-Manduguk
Yukgaejang
Galbitang
Daegutang
Tea
Kara-Age
Wasabi Shumai
Teba Gyo
Nasu Agedashi Tofu
Squid Garlic Age
Kamo Tataki
Katsuo Tataki
Sashimi
Uni Shot
Spinach Gomae
kamo tataki
Jumbo Sweet Shrimp
Shio Soup
Tofu Salad
Teba
Pork Belly
Kamo Negi
Quail Eggs Wrapped with Bacon
Washugyu Beef
Karubi
Hamachi Kama
Ika Jalapeno
Buta Kimuchi
Miso Yaki Niku
Kanpachi
Ikura
Snow Crab
Egg
Assorted Sushi
Maki Platter
Odanna Roll
Mr. Smith Roll
Red Dragon Roll
Wasabi Tobiko
Crispy Roll
Chirashi Don
Uni, Ikura Don
Asari Ramen
Gyuu Ramen
Nippori Ramen
Sutamina Ramen
Tan Tan Men
SAMURAI RAMEN
Katsu Chicken
Kobe Beef Harami Don
Katsu Curry
Unatama Don
Gyuu Don
Una-Gyuu Don
Rice
Boiled Egg
Fried Garlic
Extra Spice
Tiramisu Glass
Watercress Salad
Homemade Tofu Salad
Fried Soba Salad
Toro Aji
Hamburg
Gyu Shiokoji
Gyu Tan Shiokoji
Rosu Tonkatsu
Oroshi Tonkatsu
Katsu Toji
Buta Kurozu Itame
Buta Shiokoji
Buta Cinnamon
Tori Tatsuta
Kaasan Ni
Tori Kurozu-an
Tori Yuzu Yaki
Oyako Tororo
Tori Yasai Kurozu Ju
Salmon And Ikura Don
Honmaguro Zuke Don
Buta Yasai Nabe
Buta Kim-chee Nabe
Homemade Seiro Soba
Tororo Soba
Tsuke Curry Soba Or Udon
Donabe Curry Udon
Saba Sushi
Futomaki
3-Hand Roll
4-Hand Roll
5-Hand Roll
6-Hand Roll
Special
Bay Scallop
Yamaimo
Crab
Lobster
Sparkling Water
Iced Green Tea
Hot Green Tea
KazuNori Nigori
Pan-Fried Dumplings
5 Piece Shrimp Cilantro Dumplings
Shishito Peppers
Seafood Pancake
Rock Shrimp Tempura
Korean Crispy Chicken Wings
Sweet Bun Sliders
Crispy Calamari
Coconut Lemon Shrimp
Crab Rangoon
BBQ Rib-Eye Kimbap
Brown Pork Belly Rice
Grilled Sweet and Spicy Spare Ribs
Empire
Avocado Peanut Salad
Spinach Sesame Salad
Pork Sausage and Shishito Yakitori
Pork Belly Yakitori
Rib Eye Yakitori
Chicken Skin Yakitori
Asparagus Yakitori
Chicken Meatball Yakitori
Chicken Satay Yakitori
Chicken Scallion Yakitori
Sweet Corn on the Cob Yakitori
Tofu Yakitori
Inari
Tamago
Octopus
White Tuna
Smoked Salmon
Kani
Spicy Tuna
Super White Tuna
Norikoh Roll
Tokyo Heat Roll
Angel Roll
Summer Snow Roll
Shogun Roll
Spicy Tango Roll
Salmon Lover Roll
Cherry Blossom Roll
Holy Guacamole Roll
Spicy Curry Ramen
Sushi and Sashimi Combo Entree
Salmon 
 Tuna Lover Combo
Tuna Lover Combo
Chirashi Bowl
Poke Bowl
Salmon Tuna Lover Combo
Sushi Tray
Avocado Cucumber Roll
Kani Cucumber Roll
Philadelphia
Yellowtail Roll
Vegetable Tempura Roll
Crunchy Spicy Tuna Caviar Roll
Salmon Jalapeno Roll
Vegetable Roll
Bibimbap
Spicy Bulgogi Don
Chicken Katsu
Spicy Seafood Teriyaki
Chipotle Ramen
Kimchee Mentaiko Udon
Norikoh Ramen
Vegetarian Miso Ramen
Jja Jang Men
Beef Noodle Soup
Pad Thai
Tempura Udon
Hiyashi Chuka
Basil Yakisoba (Choice of Protein)
Chicken Teriyaki Dinner Bento Box
Salmon Teriyaki Dinner Bento Box
Chicken Katsu Dinner Bento Box
Sauteed Tofu, Shiitake and Broccoli Dinner Bento Box
Lunch Any 3 Rolls
Cheesecake Tempura
Multigrain Rice
Eel Sauce
Plum Sauce
Chili Oil
Teriyaki Sauce
Ginger Limeade
Hibiscus Lemonade
Mint Lemonade
Sparkling Yuzu
Multi Grain Rice
Brown Rice
Tuna Mayo
Truffle Fries
Fried Asparagus
Crunchy Tofu
3 Homemade Dumplings
Chili Shrimp
Soft Shell Crab
3 Pieces Steamed Buns Lunch
Nutty Greens
Tri-Color Sashimi
Spicy Momil
Fried Tiger Roll
Sushi Burrito Roll
Fish Katsu
2 Crispy Chicken Buns
2 Galbi Buns
6 Wings
Omurice
Uni Bibimbap Platter
Hwe Bibimbap Platter
Sashimi Bibimbap Lunch
Sizzling Stone Bowl Bibimbap Lunch
Tofu and Mushroom Dupbap Combo Lunch
Uni Bibimbap Combo Lunch
Calamari and Nuts
Nacho Belly
Korean Escargot
Spicy Charred Chicken
Korean Pancake
Fried Kimbap Roll
Popcorn Chicken
Spicy Rice Cake
Truffle Rice Cake 
 Cheese
Ebi Bibimbap
Uni Bibimbap
Hwe Bibimbap
Hotstone Bowl
Spicy Pork
BBQ Chicken
NY Bites
Galbi-Jim
Whole Chicken
Braised Octopus
Spicy Seafood Noodle Hot Pot
Seafood Kalguksu Hot Pot
Bulgogi Hot Pot
1 Kakuni Bun
Crispy Baby Mackerel
Pork Katsu
Spicy Tonkotsu Ramen
Chicken Miso Ramen
Spicy Chicken Miso Ramen
Kakuni Don
Pork Katsu Curry
Chicken Karaage Curry
Kame Salad
Bamboo
Half Boiled Egg
Mushroom
Scallion
Fried Sweet Potatoes
Crispy Shrimp
Chicken Wing / 4 Piece
Pork Bun
BBQ Pork Bun
Chicken Bun
Shiitake Bun
Kale Greens
Jun-Men Fried Rice
Poke
Pork Bone
Spicy Pork Ramen
Spicy Miso
Veggie
Uni Mushroom
Orion
Ginjo
Junmai
Nigori
Strawberry
Grapefruit
Ginger Lime
Yuzu
Coke
Diet-Coke
Greentea Cheesecake
Sugar Snap Pea
Scallops
Lotus Root
Leek
Black Sea Bass
Tartare
Cabbage
Sunchoke
Squid
Cod
Chicken
Pork Jowl
NY Strip
Ginger Panna Cotta
Sujeonggwa Granita
Strawberry Cheese Mousse Cake
Sablettes, Sauterne, 2012
Corn Silk
Oolong Oriental Beauty
Kimchee
Tako Yaki
Yasai Itame
Small Green Salad
Jyako Salad
Ume Onigiri
Sake Onigiri
Mentai Onigiri
Cheese Roll Katsu Tei
Yakitori Tei
Hokke Tei
Gambas al Ajillo
Patatas Bravas
Alcachofas Fritas
Coles de Bruselas
Pimientos de Padron
Chorizo...Chorizo
Croquetas del Dia
Jamon Serrano
Jamon Iberico
Pinchos Morunos
Datiles
Pan con Tomate
Campero
Carrillada
Atun
Calamares a la Plancha
Pulpo a la Gallega
Cochinillo
Ensalada de Pera
Tortilla Espanola
Huevos Rotos con Chistorra
Albondigas
Gazpacho Soup
Arroz Negro Paella
Carne Paella
Pescados y Mariscos Paella
De La Huerta Paella
Tarta de Queso y Peras
Flan
Bunuelos de Chocolate
Mushimono
Tokusen Tempura
Shokuji
Seasonal Dessert
Sakizuke
Saba Jerky
Kani Monaka
Ramen Potato Salad
Mochi Isobe Yaki
Spicy Cucumber
Kari Kari Crispy Salad
Charred Broccolini
Egg on Egg on Egg*
Ikura Tofu
Grilled Octopus
Sake Steamed Mussels
Kakuni Sliders
Beef Tartare*
Kara-age Fried Chicken
Dry-Aged Duck Breast
Miyazaki Wagyu Katsu Sando
Ibérico Pork Steak
Filet Mignon Steak
Wagyu Hamburger Steak
Dry-Aged Tomahawk Steak
Miyazaki Wagyu Beef Steak
Foie Gras
Bone Marrow
Wagyu 
 Uni Hand Roll *
Bluefin Tuna Hand Roll *
Cha Soba Salad
Uni Mazemen *
Gindara Don *
Truffle Toro Tekka Don *
Wagyu Curry
Mochi Parfait
Black Sesame Creme Brulee
Gelato/Sorbet Trio
Hanahato Kijoshu 8Y
Hakkaisan Kijoshu
Kamoizumi 
Sachi
 I7Y
Tamagawa 
Time Machine 1712
Nanbu Bijin 
All Koji
Hojicha
Farmer
s Fresh Vegetables Fondue
Uni Croquette
Pan Roasted Branzini
Washu-Beef Mixed Burger
House Caviar Rice Bowl
s Fresh Vegetable Fondue
Fisherman
Marinated Shitake Mushroom Salad
Bucket of Fresh Oysters
Mac 5 Cheese
Washu-Beef Tartar
Washu-Beef Short Rib Sashimi
Cazuela Garlic Shrimp
Miso Black Cod
Assorted Mushroom Risotto
Long Island Roast Duck Breast
Washu-Beef Steak
Assorted Dessert Plate
Sweet Potato Creme Brulee
Green Tea Pannacotta
Saikyo Miso Black Cod
Crispy Fried Chicken
Wakame Udon
Zenmai Piri-Kara
Nasu 
 Zucchini Agebitashi
Buta Bara To Renkon No Kinpira
Shira Ae
Kinoko Kiriboshi Daikon Ohitashi
Maguro
Chu Toro
Kampachi
Kumamoto Oysters with Ponzu
Engawa
Ginger
Seppun
Freshly - Made Scooped Tofu
Kuroge Washugyu Shabu Shabu Salad
Raw Tuna 
 Avocado Salad
En House Salad
Age Dashi Tofu
Yama-Imo Isobe-Age
Shimonita Konnyaku
Mushi Yasai
Truffle Chawanmushi
Uni Yuba Sashimi
Truffle Mousse
Aburi Tasmanian Sea Trout
EBI Shinjo
Karei Kara Age
Lobster Ishiyaki
Scottish Salmon Kama Amakarani
Stone Grilled Organic Chicken
Mochi Croquette
Kuroge Washugyu Yaki Shabu
Uni Don
En Garlic Shiso Fried Rice
Warm Soba Noodles
Tofu Miso Soup
Vegetarian Miso Soup
Japanese Pear Juice (With Pulp)
California
Avocado
Vegetarian
Spicy Salmon
Salmon Avocado
Eel Avocado
Yellowtail Scallion
Spicy Crab
Spicy Scallop
Bluefin Toro
Blue Crab
Grilled Salmon Toro
Hot Soy Milk
Cold Soy Milk
Kung Fu Steamed Pork Buns
Steamed Pork Buns with Crab Meat
Steamed Pork Buns with Shrimp and Chinese Okra
Pork and Shrimp Wonton Soup
Scallion Pancake with Sliced Beef
Pan-Fried Peking Duck Buns
Shanghai Spring Roll
Turnip Puffs
Scallion Pancake
Shanghai Pan-Fried Pork Buns
Sticky Rice Shao Mai
Pan-Fried Bun with Egg and Chives
Pan-Fried Pork Dumplings
Steamed Vegetable Dumplings
Steamed Chicken Dumplings
Steamed Pork Dumplings
Steamed Shrimp and Pork Dumpling
Steamed Fish Dumplings
House Special Ramen Soup
Spicy Beef Ramen Soup
Beef Ramen Soup
Chicken Ramen Soup
Roast Duck Ramen Soup
Beef Tendon Ramen Soup
Cold Sesame Ramen Soup
Vegetable Sliced Noodle Soup
House Special Stir-Fried Ramen
Beef Stir-Fried Ramen
Pork Stir-Fried Ramen
Cucumber Salad
Marinated Pig Ears
Stir-Fried Shredded Beef with Chili Pepper
Stir-Fried Spicy Tofu
Stir-Fried Tomatoes and Egg
Sauteed Bok Choy
House Special Fried Sliced Noodle
Steamed Red Bean Buns
Sticky Rice Ball in Sweet Rice Soup
Red Bean Puffs
Y1. 4 Yaso Pork Soup Dumplings
Y2. 4 Spicy Pork Soup Dumplings
Y3. 4 Chicken Soup Dumplings
S1. 4 Pan Fried Baos
S2. 4 Steamed Baos
S4. 8 Sweet and Spicy Pork Dumpling Jiaozi
S7. 2 Braised Pork Meatballs
SD2. Soy Garlic Fried Rice
N2. Braised Pork Meatballs Noodle Soup
N4. Spicy Diced Chicken Noodle Soup
N5. Fried Chicken Fillet Noodle Soup
N6. Sweet and Sour Pork Ribs Dry Noodles
R1. Braised Beef over Rice with Egg
R2. Braised Pork Meatballs over Rice with Egg
R3. Garden Vegetable over Rice with Egg
R4. Spicy Diced Chicken over Rice with Egg
R5. Fried Chicken Fillet over Rice with Egg
R6. Sweet and Sour Pork Ribs over Rice with Egg
R7. Wheat Kao Fu over Rice with Egg
G1. Shanghai Cold Noodle
G1. Garlic Cucumber Salad
G3. Poached Chinese Cabbage
Chicken Fillet
Homemade Chili Oil
Bruce Cost Ginger Ale
San Pellegrino Sparkling Water
Yeo
s Canned Beverage
B1. 2 Steamed Pork Baos
B2. 2 Steamed Curry Chicken Baos
B3. 2 Steamed Vegetable Baos
B4. 8 Fried Pork Dumpling Jiaozi
B6. Sweet Potato Congee
BN3. Braised Beef Noodle Soup
BN6. Clear Chicken Broth Noodle Soup
B4. 6 Seared Dumpling Jiaozi
Shank JB Melt Sandwich
Pork Belly JB Melt Combo
Ghost Chicken Salad
Bang Bang Cucumber
Tieban Garlic Shrimp
